img_paths,id,label,height,width,mean_brightness,mean_luminance
../../data/PBC_dataset_normal_DIB/monocyte/MO_889160.jpg,889160,MO,363,360,194.7845245383124,0.7528103465732788
../../data/PBC_dataset_normal_DIB/monocyte/MO_260942.jpg,260942,MO,363,360,193.4159754106724,0.746230876168098
../../data/PBC_dataset_normal_DIB/monocyte/MO_629706.jpg,629706,MO,363,360,188.57613253749616,0.7215060267409688
../../data/PBC_dataset_normal_DIB/monocyte/MO_139718.jpg,139718,MO,363,360,189.53164983164984,0.7263128615327367
../../data/PBC_dataset_normal_DIB/monocyte/MO_558349.jpg,558349,MO,363,360,183.545321905928,0.6967632908226651
../../data/PBC_dataset_normal_DIB/monocyte/MO_379315.jpg,379315,MO,363,360,202.33702173247627,0.7889064661079
../../data/PBC_dataset_normal_DIB/monocyte/MO_198926.jpg,198926,MO,363,360,186.0023951637588,0.7175908639784656
../../data/PBC_dataset_normal_DIB/monocyte/MO_509901.jpg,509901,MO,363,360,192.5886542189573,0.7408685978861701
../../data/PBC_dataset_normal_DIB/monocyte/MO_95719.jpg,95719,MO,363,360,197.76654423018056,0.7680691188414147
../../data/PBC_dataset_normal_DIB/monocyte/MO_973211.jpg,973211,MO,363,360,187.7505764717886,0.7213426876549212
../../data/PBC_dataset_normal_DIB/monocyte/MO_873686.jpg,873686,MO,363,360,197.7504310784614,0.766702907194344
../../data/PBC_dataset_normal_DIB/monocyte/MO_344440.jpg,344440,MO,363,360,190.5625573921029,0.7330570304950875
../../data/PBC_dataset_normal_DIB/monocyte/MO_56427.jpg,56427,MO,363,360,201.99133761861037,0.7880029625128288
../../data/PBC_dataset_normal_DIB/monocyte/MO_544030.jpg,544030,MO,363,360,197.3177328843996,0.7675185124237022
../../data/PBC_dataset_normal_DIB/monocyte/MO_245125.jpg,245125,MO,363,360,190.82691817161515,0.7311502428563712
../../data/PBC_dataset_normal_DIB/monocyte/MO_140886.jpg,140886,MO,363,360,183.76317977757373,0.6978994881734757
../../data/PBC_dataset_normal_DIB/monocyte/MO_372222.jpg,372222,MO,363,360,190.95917253341497,0.7335932589141563
../../data/PBC_dataset_normal_DIB/monocyte/MO_210928.jpg,210928,MO,363,360,194.07588256300377,0.7499131315381984
../../data/PBC_dataset_normal_DIB/monocyte/MO_719729.jpg,719729,MO,363,360,192.7405672890521,0.7406436750721715
../../data/PBC_dataset_normal_DIB/monocyte/MO_348475.jpg,348475,MO,363,360,191.31484797469645,0.7376819107233956
../../data/PBC_dataset_normal_DIB/monocyte/MO_345587.jpg,345587,MO,363,360,193.22013059891847,0.7453646961564547
../../data/PBC_dataset_normal_DIB/monocyte/MO_919860.jpg,919860,MO,363,360,194.02906591164168,0.7511785403680297
../../data/PBC_dataset_normal_DIB/monocyte/MO_649556.jpg,649556,MO,363,360,187.68615957555352,0.7179214354477634
../../data/PBC_dataset_normal_DIB/monocyte/MO_974342.jpg,974342,MO,363,360,200.78768237934904,0.7794848317968754
../../data/PBC_dataset_normal_DIB/monocyte/MO_142730.jpg,142730,MO,363,360,199.848709315376,0.7771135269060179
../../data/PBC_dataset_normal_DIB/monocyte/MO_645730.jpg,645730,MO,363,360,190.3995663707785,0.7323878870343361
../../data/PBC_dataset_normal_DIB/monocyte/MO_617263.jpg,617263,MO,363,360,193.03565452504847,0.7425060347413529
../../data/PBC_dataset_normal_DIB/monocyte/MO_846704.jpg,846704,MO,363,360,192.3968472604836,0.7427647094114048
../../data/PBC_dataset_normal_DIB/monocyte/MO_758331.jpg,758331,MO,363,360,198.51949545964695,0.7683909321707869
../../data/PBC_dataset_normal_DIB/monocyte/MO_421188.jpg,421188,MO,363,360,195.47909397000305,0.7514009598210267
../../data/PBC_dataset_normal_DIB/monocyte/MO_832660.jpg,832660,MO,363,360,190.78947301295787,0.7329496471518513
../../data/PBC_dataset_normal_DIB/monocyte/MO_148895.jpg,148895,MO,363,360,194.83053004795428,0.7546836464736492
../../data/PBC_dataset_normal_DIB/monocyte/MO_799430.jpg,799430,MO,363,360,192.5482782369146,0.7396440404190449
../../data/PBC_dataset_normal_DIB/monocyte/MO_299307.jpg,299307,MO,363,360,196.0567646158555,0.7576633387019331
../../data/PBC_dataset_normal_DIB/monocyte/MO_905033.jpg,905033,MO,363,360,181.8069839812264,0.6937702208838232
../../data/PBC_dataset_normal_DIB/monocyte/MO_122086.jpg,122086,MO,363,360,196.85432608917455,0.7603882362634066
../../data/PBC_dataset_normal_DIB/monocyte/MO_60562.jpg,60562,MO,363,360,187.0670186715641,0.7143467033856089
../../data/PBC_dataset_normal_DIB/monocyte/MO_23775.jpg,23775,MO,363,360,198.29193449647997,0.7693826711950162
../../data/PBC_dataset_normal_DIB/monocyte/MO_112202.jpg,112202,MO,363,360,190.7355882052852,0.7336831226285433
../../data/PBC_dataset_normal_DIB/monocyte/MO_93573.jpg,93573,MO,363,360,191.4508187940006,0.7340097818109795
../../data/PBC_dataset_normal_DIB/monocyte/MO_470658.jpg,470658,MO,363,360,198.28018059381697,0.7697842783839585
../../data/PBC_dataset_normal_DIB/monocyte/MO_497117.jpg,497117,MO,363,360,194.2211815120906,0.7480282274377763
../../data/PBC_dataset_normal_DIB/monocyte/MO_498472.jpg,498472,MO,363,360,191.32603305785125,0.7334573301493845
../../data/PBC_dataset_normal_DIB/monocyte/MO_51728.jpg,51728,MO,363,360,203.2253571064177,0.7925482928572712
../../data/PBC_dataset_normal_DIB/monocyte/MO_527472.jpg,527472,MO,363,360,186.2609555147434,0.711826290459557
../../data/PBC_dataset_normal_DIB/monocyte/MO_70970.jpg,70970,MO,363,360,194.79586776859503,0.7542953278206905
../../data/PBC_dataset_normal_DIB/monocyte/MO_873022.jpg,873022,MO,363,360,192.74083511886545,0.7415684957927464
../../data/PBC_dataset_normal_DIB/monocyte/MO_373555.jpg,373555,MO,363,360,200.21631976328945,0.7779875969318856
../../data/PBC_dataset_normal_DIB/monocyte/MO_194219.jpg,194219,MO,363,360,200.78406540148964,0.7834416999555869
../../data/PBC_dataset_normal_DIB/monocyte/MO_770267.jpg,770267,MO,363,360,194.79099071523316,0.749971279959428
../../data/PBC_dataset_normal_DIB/monocyte/MO_3281.jpg,3281,MO,363,360,182.98775890215285,0.6943153590029829
../../data/PBC_dataset_normal_DIB/monocyte/MO_196453.jpg,196453,MO,363,360,194.883226201408,0.7530959718786197
../../data/PBC_dataset_normal_DIB/monocyte/MO_918998.jpg,918998,MO,363,360,188.04328895010715,0.7155673234543894
../../data/PBC_dataset_normal_DIB/monocyte/MO_512083.jpg,512083,MO,369,366,203.16011126413636,0.757139179933684
../../data/PBC_dataset_normal_DIB/monocyte/MO_116840.jpg,116840,MO,363,360,199.4134578104275,0.770583569050577
../../data/PBC_dataset_normal_DIB/monocyte/MO_860538.jpg,860538,MO,369,366,199.4962903727398,0.7458973340615234
../../data/PBC_dataset_normal_DIB/monocyte/MO_238063.jpg,238063,MO,363,360,201.78845270890724,0.7857512835394947
../../data/PBC_dataset_normal_DIB/monocyte/MO_429133.jpg,429133,MO,363,360,189.90189776553413,0.7297925215734289
../../data/PBC_dataset_normal_DIB/monocyte/MO_532846.jpg,532846,MO,363,360,198.99742883379247,0.7708034109004482
../../data/PBC_dataset_normal_DIB/monocyte/MO_369094.jpg,369094,MO,363,360,201.4828410366289,0.7837135983032943
../../data/PBC_dataset_normal_DIB/monocyte/MO_896245.jpg,896245,MO,363,360,196.2375420875421,0.7579434311264759
../../data/PBC_dataset_normal_DIB/monocyte/MO_716662.jpg,716662,MO,363,360,195.4629782675237,0.7523241527815289
../../data/PBC_dataset_normal_DIB/monocyte/MO_23768.jpg,23768,MO,363,360,193.00650953984288,0.7390214111195137
../../data/PBC_dataset_normal_DIB/monocyte/MO_506372.jpg,506372,MO,363,360,190.9535123966942,0.7345016528385458
../../data/PBC_dataset_normal_DIB/monocyte/MO_269002.jpg,269002,MO,363,360,176.31237373737375,0.6681112963443107
../../data/PBC_dataset_normal_DIB/monocyte/MO_116471.jpg,116471,MO,363,360,189.2432481379451,0.7272939171603138
../../data/PBC_dataset_normal_DIB/monocyte/MO_775807.jpg,775807,MO,363,360,199.8830833588409,0.7739535685974421
../../data/PBC_dataset_normal_DIB/monocyte/MO_979155.jpg,979155,MO,363,360,198.9935593306805,0.772258597090933
../../data/PBC_dataset_normal_DIB/monocyte/MO_416862.jpg,416862,MO,363,360,191.1349352106928,0.7335362942256793
../../data/PBC_dataset_normal_DIB/monocyte/MO_189358.jpg,189358,MO,363,360,195.57221456994185,0.7560624387997623
../../data/PBC_dataset_normal_DIB/monocyte/MO_475937.jpg,475937,MO,363,360,192.00208397102332,0.7431171886902297
../../data/PBC_dataset_normal_DIB/monocyte/MO_901312.jpg,901312,MO,363,360,194.96775329048057,0.7502377052731714
../../data/PBC_dataset_normal_DIB/monocyte/MO_873001.jpg,873001,MO,363,360,190.973729721457,0.7324956284712846
../../data/PBC_dataset_normal_DIB/monocyte/MO_417623.jpg,417623,MO,369,366,201.19524535864667,0.7527130686570824
../../data/PBC_dataset_normal_DIB/monocyte/MO_205404.jpg,205404,MO,363,360,187.972418630752,0.7205955051975488
../../data/PBC_dataset_normal_DIB/monocyte/MO_612867.jpg,612867,MO,363,360,184.6521477400265,0.7024234591818361
../../data/PBC_dataset_normal_DIB/monocyte/MO_184578.jpg,184578,MO,363,360,195.69702836445265,0.757233097832154
../../data/PBC_dataset_normal_DIB/monocyte/MO_116903.jpg,116903,MO,363,360,190.2541551882461,0.7286901261305868
../../data/PBC_dataset_normal_DIB/monocyte/MO_1524.jpg,1524,MO,363,360,200.62883124171003,0.781525824828799
../../data/PBC_dataset_normal_DIB/monocyte/MO_853016.jpg,853016,MO,363,360,199.5265202530354,0.7734402377128384
../../data/PBC_dataset_normal_DIB/monocyte/MO_447322.jpg,447322,MO,363,360,196.03269054178145,0.755365861328676
../../data/PBC_dataset_normal_DIB/monocyte/MO_555398.jpg,555398,MO,363,360,194.64490868278747,0.753009071184213
../../data/PBC_dataset_normal_DIB/monocyte/MO_497408.jpg,497408,MO,363,360,189.6868202224263,0.7284503736623514
../../data/PBC_dataset_normal_DIB/monocyte/MO_452518.jpg,452518,MO,363,360,193.13276196306495,0.7408836634767161
../../data/PBC_dataset_normal_DIB/monocyte/MO_238906.jpg,238906,MO,363,360,193.558386899296,0.749044966822113
../../data/PBC_dataset_normal_DIB/monocyte/MO_9059.jpg,9059,MO,363,360,186.01032802775228,0.7056404975452686
../../data/PBC_dataset_normal_DIB/monocyte/MO_194646.jpg,194646,MO,363,360,195.0782930313233,0.7553485464958558
../../data/PBC_dataset_normal_DIB/monocyte/MO_543694.jpg,543694,MO,363,360,194.39195490256097,0.7514997301715912
../../data/PBC_dataset_normal_DIB/monocyte/MO_913613.jpg,913613,MO,363,360,190.51154729109277,0.7280373101184153
../../data/PBC_dataset_normal_DIB/monocyte/MO_769640.jpg,769640,MO,363,360,193.9952096724824,0.7485847574107084
../../data/PBC_dataset_normal_DIB/monocyte/MO_751315.jpg,751315,MO,363,360,195.14417406387105,0.7500614772952341
../../data/PBC_dataset_normal_DIB/monocyte/MO_198867.jpg,198867,MO,363,360,190.19792878277727,0.7288126296146251
../../data/PBC_dataset_normal_DIB/monocyte/MO_80450.jpg,80450,MO,363,360,197.30854504642383,0.7616174875612932
../../data/PBC_dataset_normal_DIB/monocyte/MO_652824.jpg,652824,MO,363,360,192.5596750331599,0.7383860762527232
../../data/PBC_dataset_normal_DIB/monocyte/MO_452917.jpg,452917,MO,363,360,189.62418630751964,0.726021464298361
../../data/PBC_dataset_normal_DIB/monocyte/MO_770728.jpg,770728,MO,363,360,199.1170926436078,0.7690811094816254
../../data/PBC_dataset_normal_DIB/monocyte/MO_153038.jpg,153038,MO,363,360,191.70008417508416,0.7368355653654789
../../data/PBC_dataset_normal_DIB/monocyte/MO_321788.jpg,321788,MO,363,360,189.7292929292929,0.7281979255958276
../../data/PBC_dataset_normal_DIB/monocyte/MO_71697.jpg,71697,MO,363,360,201.96450362207935,0.7858621794114645
../../data/PBC_dataset_normal_DIB/monocyte/MO_214087.jpg,214087,MO,363,360,195.9774232221202,0.7587589946253983
../../data/PBC_dataset_normal_DIB/monocyte/MO_595972.jpg,595972,MO,363,360,190.75855014794408,0.7312397749389318
../../data/PBC_dataset_normal_DIB/monocyte/MO_200691.jpg,200691,MO,363,360,189.5604453627181,0.7281336498016409
../../data/PBC_dataset_normal_DIB/monocyte/MO_487630.jpg,487630,MO,363,360,200.9230257116621,0.7807990120485905
../../data/PBC_dataset_normal_DIB/monocyte/MO_264354.jpg,264354,MO,363,360,195.54699520457095,0.7575011097577079
../../data/PBC_dataset_normal_DIB/monocyte/MO_368329.jpg,368329,MO,363,360,196.0133302724212,0.7538017405996986
../../data/PBC_dataset_normal_DIB/monocyte/MO_103756.jpg,103756,MO,363,360,197.9306193245587,0.7683435369710173
../../data/PBC_dataset_normal_DIB/monocyte/MO_10819.jpg,10819,MO,363,360,195.22492602795637,0.7539369308864041
../../data/PBC_dataset_normal_DIB/monocyte/MO_187065.jpg,187065,MO,363,360,197.64160544842363,0.7647177477118182
../../data/PBC_dataset_normal_DIB/monocyte/MO_672954.jpg,672954,MO,369,366,199.788368603176,0.7451993749056027
../../data/PBC_dataset_normal_DIB/monocyte/MO_335605.jpg,335605,MO,363,360,185.2002601775329,0.7049000260357585
../../data/PBC_dataset_normal_DIB/monocyte/MO_601397.jpg,601397,MO,363,360,204.44896439138864,0.8013056234747955
../../data/PBC_dataset_normal_DIB/monocyte/MO_679959.jpg,679959,MO,363,360,190.1204749515356,0.7277183050048914
../../data/PBC_dataset_normal_DIB/monocyte/MO_197366.jpg,197366,MO,363,360,184.6369681665136,0.7038507163644765
../../data/PBC_dataset_normal_DIB/monocyte/MO_689589.jpg,689589,MO,363,360,198.409998979696,0.764511917979558
../../data/PBC_dataset_normal_DIB/monocyte/MO_596170.jpg,596170,MO,363,360,198.3909958167534,0.768218270758686
../../data/PBC_dataset_normal_DIB/monocyte/MO_356161.jpg,356161,MO,363,360,193.6139960208142,0.749330313074296
../../data/PBC_dataset_normal_DIB/monocyte/MO_894080.jpg,894080,MO,363,360,196.61760789715336,0.7614222645798449
../../data/PBC_dataset_normal_DIB/monocyte/MO_578642.jpg,578642,MO,363,360,188.2369860218345,0.719659385963017
../../data/PBC_dataset_normal_DIB/monocyte/MO_705572.jpg,705572,MO,363,360,194.4533236404449,0.7457972978867702
../../data/PBC_dataset_normal_DIB/monocyte/MO_913449.jpg,913449,MO,363,360,190.5341470258137,0.728905238406045
../../data/PBC_dataset_normal_DIB/monocyte/MO_462964.jpg,462964,MO,363,360,188.7878685848383,0.7270854679354449
../../data/PBC_dataset_normal_DIB/monocyte/MO_634829.jpg,634829,MO,363,360,198.7474619936741,0.7705288434793569
../../data/PBC_dataset_normal_DIB/monocyte/MO_26771.jpg,26771,MO,363,360,199.58621314151617,0.7741132262554241
../../data/PBC_dataset_normal_DIB/monocyte/MO_181661.jpg,181661,MO,363,360,189.74096010611163,0.7241461521993554
../../data/PBC_dataset_normal_DIB/monocyte/MO_707140.jpg,707140,MO,363,360,198.7135930007142,0.770750470285145
../../data/PBC_dataset_normal_DIB/monocyte/MO_656715.jpg,656715,MO,363,360,193.2539638812366,0.7428390848622889
../../data/PBC_dataset_normal_DIB/monocyte/MO_489227.jpg,489227,MO,363,360,200.8086955412713,0.782804424392469
../../data/PBC_dataset_normal_DIB/monocyte/MO_508461.jpg,508461,MO,363,360,182.60078308335883,0.6910148158981377
../../data/PBC_dataset_normal_DIB/monocyte/MO_196497.jpg,196497,MO,363,360,191.19682940516276,0.7330983378736865
../../data/PBC_dataset_normal_DIB/monocyte/MO_392030.jpg,392030,MO,363,360,198.94004693398637,0.7693951604338092
../../data/PBC_dataset_normal_DIB/monocyte/MO_739043.jpg,739043,MO,363,360,193.00635139271503,0.7438869071943438
../../data/PBC_dataset_normal_DIB/monocyte/MO_271560.jpg,271560,MO,363,360,202.2016044281196,0.7840854404532548
../../data/PBC_dataset_normal_DIB/monocyte/MO_14626.jpg,14626,MO,363,360,198.6681996735027,0.774221857775617
../../data/PBC_dataset_normal_DIB/monocyte/MO_183302.jpg,183302,MO,363,360,193.2425670849913,0.7440773092121452
../../data/PBC_dataset_normal_DIB/monocyte/MO_637800.jpg,637800,MO,363,360,194.08356290174476,0.7471666565026377
../../data/PBC_dataset_normal_DIB/monocyte/MO_784579.jpg,784579,MO,363,360,194.18097643097644,0.7475465730327637
../../data/PBC_dataset_normal_DIB/monocyte/MO_258162.jpg,258162,MO,363,360,193.0580986634017,0.7419983589849777
../../data/PBC_dataset_normal_DIB/monocyte/MO_437529.jpg,437529,MO,363,360,192.6160162228344,0.7388996240419647
../../data/PBC_dataset_normal_DIB/monocyte/MO_502212.jpg,502212,MO,363,360,193.26175900418323,0.7432350386485173
../../data/PBC_dataset_normal_DIB/monocyte/MO_466514.jpg,466514,MO,363,360,196.1923706764616,0.7597316672908526
../../data/PBC_dataset_normal_DIB/monocyte/MO_557047.jpg,557047,MO,363,360,193.69872206917665,0.7492819168812305
../../data/PBC_dataset_normal_DIB/monocyte/MO_612179.jpg,612179,MO,363,360,195.0585118865422,0.7538862076708859
../../data/PBC_dataset_normal_DIB/monocyte/MO_745328.jpg,745328,MO,363,360,197.96114427099275,0.7650954606822833
../../data/PBC_dataset_normal_DIB/monocyte/MO_133442.jpg,133442,MO,363,360,194.95819814304664,0.7550705831457774
../../data/PBC_dataset_normal_DIB/monocyte/MO_683356.jpg,683356,MO,369,366,201.9110874168851,0.7553160631328203
../../data/PBC_dataset_normal_DIB/monocyte/MO_640601.jpg,640601,MO,363,360,196.02203346597287,0.7594540984083257
../../data/PBC_dataset_normal_DIB/monocyte/MO_257939.jpg,257939,MO,363,360,194.04123303744515,0.74562236530186
../../data/PBC_dataset_normal_DIB/monocyte/MO_762364.jpg,762364,MO,363,360,192.9512983369044,0.743900604809233
../../data/PBC_dataset_normal_DIB/monocyte/MO_157821.jpg,157821,MO,363,360,197.64291398836852,0.7647089773582529
../../data/PBC_dataset_normal_DIB/monocyte/MO_542415.jpg,542415,MO,363,360,191.59235027038056,0.7355570673520709
../../data/PBC_dataset_normal_DIB/monocyte/MO_125756.jpg,125756,MO,363,360,198.429596469748,0.7709952644898183
../../data/PBC_dataset_normal_DIB/monocyte/MO_586452.jpg,586452,MO,363,360,205.29405417814507,0.8036103921928737
../../data/PBC_dataset_normal_DIB/monocyte/MO_283783.jpg,283783,MO,363,360,195.68223905723903,0.7544760316954451
../../data/PBC_dataset_normal_DIB/monocyte/MO_567498.jpg,567498,MO,363,360,193.1998469543924,0.7442959573242828
../../data/PBC_dataset_normal_DIB/monocyte/MO_944566.jpg,944566,MO,363,360,191.73426691153963,0.7360381606288674
../../data/PBC_dataset_normal_DIB/monocyte/MO_423983.jpg,423983,MO,363,360,189.24472247729824,0.7244751888252701
../../data/PBC_dataset_normal_DIB/monocyte/MO_330502.jpg,330502,MO,363,360,198.26051933476177,0.7690631349412125
../../data/PBC_dataset_normal_DIB/monocyte/MO_162441.jpg,162441,MO,363,360,192.45712172227323,0.7369835903779329
../../data/PBC_dataset_normal_DIB/monocyte/MO_353833.jpg,353833,MO,363,360,194.78088460361187,0.7533640049304692
../../data/PBC_dataset_normal_DIB/monocyte/MO_617871.jpg,617871,MO,363,360,194.0391210080604,0.7497248377896614
../../data/PBC_dataset_normal_DIB/monocyte/MO_120291.jpg,120291,MO,363,360,198.93277981838588,0.7734012751009801
../../data/PBC_dataset_normal_DIB/monocyte/MO_939410.jpg,939410,MO,369,366,203.50770309160288,0.7708967498348606
../../data/PBC_dataset_normal_DIB/monocyte/MO_675510.jpg,675510,MO,363,360,188.77227323742477,0.7229552267205627
../../data/PBC_dataset_normal_DIB/monocyte/MO_970300.jpg,970300,MO,363,360,197.93116263646567,0.7657782933584207
../../data/PBC_dataset_normal_DIB/monocyte/MO_546759.jpg,546759,MO,363,360,192.59990817263545,0.7385427158063103
../../data/PBC_dataset_normal_DIB/monocyte/MO_551018.jpg,551018,MO,363,360,192.1550785634119,0.7435851524784387
../../data/PBC_dataset_normal_DIB/monocyte/MO_168549.jpg,168549,MO,363,360,194.33841699826547,0.7466028452288782
../../data/PBC_dataset_normal_DIB/monocyte/MO_551084.jpg,551084,MO,363,360,168.69632180389758,0.6275073229262321
../../data/PBC_dataset_normal_DIB/monocyte/MO_457075.jpg,457075,MO,363,360,192.4605805530048,0.7389577052161543
../../data/PBC_dataset_normal_DIB/monocyte/MO_740559.jpg,740559,MO,363,360,189.56413376186103,0.7228164458308576
../../data/PBC_dataset_normal_DIB/monocyte/MO_805320.jpg,805320,MO,363,360,189.01873533312929,0.7217473682727452
../../data/PBC_dataset_normal_DIB/monocyte/MO_408033.jpg,408033,MO,363,360,189.4900443832262,0.7254511466807108
../../data/PBC_dataset_normal_DIB/monocyte/MO_277784.jpg,277784,MO,363,360,194.7816753392511,0.7497385628987439
../../data/PBC_dataset_normal_DIB/monocyte/MO_881775.jpg,881775,MO,363,360,190.4557341087644,0.7339125971269439
../../data/PBC_dataset_normal_DIB/monocyte/MO_975000.jpg,975000,MO,363,360,187.1035098459341,0.7147051022014562
../../data/PBC_dataset_normal_DIB/monocyte/MO_47583.jpg,47583,MO,363,360,190.5557137026834,0.7324103906084014
../../data/PBC_dataset_normal_DIB/monocyte/MO_212604.jpg,212604,MO,363,360,195.4761529435772,0.7526842339107053
../../data/PBC_dataset_normal_DIB/monocyte/MO_906340.jpg,906340,MO,363,360,187.05705540250997,0.7143929193899783
../../data/PBC_dataset_normal_DIB/monocyte/MO_87762.jpg,87762,MO,363,360,195.75595347413528,0.7592310138371235
../../data/PBC_dataset_normal_DIB/monocyte/MO_842297.jpg,842297,MO,363,360,190.06335322926236,0.7309723080898107
../../data/PBC_dataset_normal_DIB/monocyte/MO_94561.jpg,94561,MO,363,360,203.8047903275176,0.7925042302946277
../../data/PBC_dataset_normal_DIB/monocyte/MO_560988.jpg,560988,MO,363,360,198.5353101724314,0.7692025187285811
../../data/PBC_dataset_normal_DIB/monocyte/MO_311939.jpg,311939,MO,363,360,186.7742526272829,0.7125499854276576
../../data/PBC_dataset_normal_DIB/monocyte/MO_896706.jpg,896706,MO,363,360,193.9585322926232,0.7515364688447157
../../data/PBC_dataset_normal_DIB/monocyte/MO_745330.jpg,745330,MO,363,360,195.99394704621977,0.7552991890833468
../../data/PBC_dataset_normal_DIB/monocyte/MO_581079.jpg,581079,MO,363,360,194.5332925211713,0.7484241148592279
../../data/PBC_dataset_normal_DIB/monocyte/MO_87252.jpg,87252,MO,363,360,201.7343459851036,0.7830376313341376
../../data/PBC_dataset_normal_DIB/monocyte/MO_38254.jpg,38254,MO,363,360,191.2350423426181,0.7358926152733515
../../data/PBC_dataset_normal_DIB/monocyte/MO_463322.jpg,463322,MO,363,360,200.43980716253444,0.776999675252225
../../data/PBC_dataset_normal_DIB/monocyte/MO_481574.jpg,481574,MO,363,360,189.0283542495664,0.7254256966065888
../../data/PBC_dataset_normal_DIB/monocyte/MO_998144.jpg,998144,MO,363,360,195.76321548821548,0.7579861356674289
../../data/PBC_dataset_normal_DIB/monocyte/MO_61107.jpg,61107,MO,363,360,199.62478318538925,0.7751428620849014
../../data/PBC_dataset_normal_DIB/monocyte/MO_772034.jpg,772034,MO,363,360,194.9874298540965,0.754201187234796
../../data/PBC_dataset_normal_DIB/monocyte/MO_4884.jpg,4884,MO,363,360,201.35316549331705,0.7802028996230878
../../data/PBC_dataset_normal_DIB/monocyte/MO_20821.jpg,20821,MO,363,360,187.72024283236405,0.7206692585990625
../../data/PBC_dataset_normal_DIB/monocyte/MO_101258.jpg,101258,MO,363,360,197.43984032241607,0.7623288470624245
../../data/PBC_dataset_normal_DIB/monocyte/MO_155861.jpg,155861,MO,363,360,194.30624681154984,0.7479650569779793
../../data/PBC_dataset_normal_DIB/monocyte/MO_960861.jpg,960861,MO,363,360,192.81234057749208,0.7429089122568524
../../data/PBC_dataset_normal_DIB/monocyte/MO_320396.jpg,320396,MO,363,360,199.1494592388532,0.770160763694581
../../data/PBC_dataset_normal_DIB/monocyte/MO_938708.jpg,938708,MO,363,360,187.39710998877663,0.7184961091515272
../../data/PBC_dataset_normal_DIB/monocyte/MO_932576.jpg,932576,MO,363,360,189.853346597286,0.7249288416428097
../../data/PBC_dataset_normal_DIB/monocyte/MO_711672.jpg,711672,MO,363,360,192.0087159473523,0.7380252138647316
../../data/PBC_dataset_normal_DIB/monocyte/MO_176021.jpg,176021,MO,363,360,200.43060146923784,0.7784488720778792
../../data/PBC_dataset_normal_DIB/monocyte/MO_273522.jpg,273522,MO,363,360,193.17622436486076,0.743216613352779
../../data/PBC_dataset_normal_DIB/monocyte/MO_119666.jpg,119666,MO,363,360,189.280081114172,0.7238841751591975
