img_path,label
/content/dataset/PLT/PLATELET_292758.jpg,PLT
/content/dataset/SNE/NGS_1734.tiff,SNE
/content/dataset/SNE/SNE_73239.jpg,SNE
/content/dataset/EO/95-8-27-1_307_4.jpg,EO
/content/dataset/PMY/PMY_205879.jpg,PMY
/content/dataset/SNE/SNE_592732.jpg,SNE
/content/dataset/SNE/NGS_8179.tiff,SNE
/content/dataset/SNE/SNE_891808.jpg,SNE
/content/dataset/LY/LYT_1057.tiff,LY
/content/dataset/MO/MON_0210.tiff,MO
/content/dataset/PLT/PLATELET_540754.jpg,PLT
/content/dataset/MO/MON_0377.tiff,MO
/content/dataset/LY/95-8-10-1_8_1.jpg,LY
/content/dataset/EO/EO_512229.jpg,EO
/content/dataset/SNE/NGS_2584.tiff,SNE
/content/dataset/PLT/PLATELET_326816.jpg,PLT
/content/dataset/EO/EO_389300.jpg,EO
/content/dataset/PLT/PLATELET_680967.jpg,PLT
/content/dataset/SNE/NGS_1483.tiff,SNE
/content/dataset/BNE/BNE_585707.jpg,BNE
/content/dataset/MO/MON_0410.tiff,MO
/content/dataset/PLT/PLATELET_609783.jpg,PLT
/content/dataset/LY/LYT_0130.tiff,LY
/content/dataset/LY/95-8-13-4_304_2.jpg,LY
/content/dataset/EO/EO_10787.jpg,EO
/content/dataset/MY/MY_762283.jpg,MY
/content/dataset/PLT/PLATELET_950123.jpg,PLT
/content/dataset/MMY/MMY_458715.jpg,MMY
/content/dataset/LY/95-8-22-5_107_1.jpg,LY
/content/dataset/ERB/ERB_828642.jpg,ERB
/content/dataset/SNE/SNE_263690.jpg,SNE
/content/dataset/SNE/NGS_1985.tiff,SNE
/content/dataset/SNE/NGS_4597.tiff,SNE
/content/dataset/EO/EO_977622.jpg,EO
/content/dataset/EO/95-8-24-1_229_1.jpg,EO
/content/dataset/ERB/ERB_708408.jpg,ERB
/content/dataset/EO/95-9-3-4_30_1.jpg,EO
/content/dataset/BA/BA_816718.jpg,BA
/content/dataset/MMY/MMY_300719.jpg,MMY
/content/dataset/MO/MON_1431.tiff,MO
/content/dataset/LY/LYT_2327.tiff,LY
/content/dataset/ERB/ERB_324760.jpg,ERB
/content/dataset/EO/EO_921575.jpg,EO
/content/dataset/LY/LYT_0820.tiff,LY
/content/dataset/LY/LYT_2781.tiff,LY
/content/dataset/SNE/NGS_5793.tiff,SNE
/content/dataset/BNE/BNE_634126.jpg,BNE
/content/dataset/LY/LYT_1682.tiff,LY
/content/dataset/PLT/PLATELET_335775.jpg,PLT
/content/dataset/BNE/BNE_760262.jpg,BNE
/content/dataset/SNE/NGS_2943.tiff,SNE
/content/dataset/EO/EOS_0138.tiff,EO
/content/dataset/PLT/PLATELET_541271.jpg,PLT
/content/dataset/MO/MON_0148.tiff,MO
/content/dataset/LY/95-5-5-1_103_1.jpg,LY
/content/dataset/LY/LY_321533.jpg,LY
/content/dataset/MO/MON_0547.tiff,MO
/content/dataset/EO/EO_402029.jpg,EO
/content/dataset/LY/LYT_0185.tiff,LY
/content/dataset/SNE/NGS_0211.tiff,SNE
/content/dataset/MY/MY_395492.jpg,MY
/content/dataset/LY/LYT_2402.tiff,LY
/content/dataset/SNE/NGS_1392.tiff,SNE
/content/dataset/LY/LY_730801.jpg,LY
/content/dataset/BNE/BNE_331752.jpg,BNE
/content/dataset/SNE/NGS_4786.tiff,SNE
/content/dataset/EO/EO_420606.jpg,EO
/content/dataset/BNE/BNE_196924.jpg,BNE
/content/dataset/LY/LY_687737.jpg,LY
/content/dataset/PLT/PLATELET_901665.jpg,PLT
/content/dataset/BNE/BNE_757613.jpg,BNE
/content/dataset/EO/95-8-27-1_48_6.jpg,EO
/content/dataset/SNE/SNE_931410.jpg,SNE
/content/dataset/MO/MO_78471.jpg,MO
/content/dataset/LY/95-8-12-4_95_1.jpg,LY
/content/dataset/LY/95-9-3-5_28_1.jpg,LY
/content/dataset/SNE/SNE_656073.jpg,SNE
/content/dataset/LY/LYT_3771.tiff,LY
/content/dataset/LY/LYT_2314.tiff,LY
/content/dataset/LY/LYT_3370.tiff,LY
/content/dataset/MY/MY_704053.jpg,MY
/content/dataset/LY/95-8-12-5_146_1.jpg,LY
/content/dataset/EO/EO_626837.jpg,EO
/content/dataset/LY/95-8-13-4_8_1.jpg,LY
/content/dataset/SNE/NGS_8047.tiff,SNE
/content/dataset/MO/MON_0164.tiff,MO
/content/dataset/LY/95-5-11-1_95_1.jpg,LY
/content/dataset/PLT/PLATELET_955426.jpg,PLT
/content/dataset/MY/MY_979886.jpg,MY
/content/dataset/SNE/NGS_4106.tiff,SNE
/content/dataset/EO/EO_188612.jpg,EO
/content/dataset/MMY/MMY_959094.jpg,MMY
/content/dataset/LY/95-8-8-1_229_1.jpg,LY
/content/dataset/EO/EO_597403.jpg,EO
/content/dataset/LY/LYT_1863.tiff,LY
/content/dataset/PLT/PLATELET_448287.jpg,PLT
/content/dataset/EO/95-8-27-1_177_1.jpg,EO
/content/dataset/PLT/PLATELET_336181.jpg,PLT
/content/dataset/SNE/NGS_2024.tiff,SNE
/content/dataset/EO/EO_506281.jpg,EO
/content/dataset/PLT/PLATELET_145458.jpg,PLT
/content/dataset/LY/95-5-10-1_461_1.jpg,LY
/content/dataset/MY/MY_890247.jpg,MY
/content/dataset/SNE/NGS_7531.tiff,SNE
/content/dataset/BNE/BNE_125415.jpg,BNE
/content/dataset/SNE/NGS_0369.tiff,SNE
/content/dataset/EO/EOS_0368.tiff,EO
/content/dataset/LY/LYT_0242.tiff,LY
/content/dataset/PMY/PMY_694050.jpg,PMY
/content/dataset/MO/MO_397136.jpg,MO
/content/dataset/LY/LYT_0798.tiff,LY
/content/dataset/SNE/NGS_1506.tiff,SNE
/content/dataset/MMY/MMY_663453.jpg,MMY
/content/dataset/EO/EOS_0073.tiff,EO
/content/dataset/MO/95-8-13-4_300_2.jpg,MO
/content/dataset/SNE/NGS_5134.tiff,SNE
/content/dataset/LY/LYT_0191.tiff,LY
/content/dataset/LY/87.jpg,LY
/content/dataset/SNE/SNE_68465.jpg,SNE
/content/dataset/SNE/SNE_70096.jpg,SNE
/content/dataset/ERB/ERB_649651.jpg,ERB
/content/dataset/EO/EO_960022.jpg,EO
/content/dataset/MY/MY_67066.jpg,MY
/content/dataset/SNE/NGS_6587.tiff,SNE
/content/dataset/PLT/PLATELET_930310.jpg,PLT
/content/dataset/PLT/PLATELET_46023.jpg,PLT
/content/dataset/BNE/BNE_676979.jpg,BNE
/content/dataset/LY/LYT_0641.tiff,LY
/content/dataset/MO/MON_1636.tiff,MO
/content/dataset/LY/95-8-24-1_172_1.jpg,LY
/content/dataset/BNE/BNE_128562.jpg,BNE
/content/dataset/SNE/NGS_2595.tiff,SNE
/content/dataset/EO/EO_854638.jpg,EO
/content/dataset/LY/95-5-10-1_755_1.jpg,LY
/content/dataset/ERB/ERB_477352.jpg,ERB
/content/dataset/MO/MO_693426.jpg,MO
/content/dataset/SNE/NGS_4428.tiff,SNE
/content/dataset/EO/95-8-27-1_191_2.jpg,EO
/content/dataset/SNE/NGS_1740.tiff,SNE
/content/dataset/SNE/SNE_280216.jpg,SNE
/content/dataset/MMY/MMY_351863.jpg,MMY
/content/dataset/MO/MON_1176.tiff,MO
/content/dataset/LY/LYT_0426.tiff,LY
/content/dataset/EO/EO_446061.jpg,EO
/content/dataset/EO/EO_575911.jpg,EO
/content/dataset/PLT/PLATELET_962509.jpg,PLT
/content/dataset/LY/LY_205694.jpg,LY
/content/dataset/LY/LYT_0032.tiff,LY
/content/dataset/MO/MON_0083.tiff,MO
/content/dataset/LY/LYT_1879.tiff,LY
/content/dataset/SNE/NGS_2084.tiff,SNE
/content/dataset/MY/MY_721808.jpg,MY
/content/dataset/ERB/ERB_706973.jpg,ERB
/content/dataset/SNE/NGS_4996.tiff,SNE
/content/dataset/EO/EO_780969.jpg,EO
/content/dataset/LY/LYT_1036.tiff,LY
/content/dataset/BNE/BNE_105748.jpg,BNE
/content/dataset/ERB/ERB_671193.jpg,ERB
/content/dataset/EO/95-8-27-1_337_3.jpg,EO
/content/dataset/PLT/PLATELET_476130.jpg,PLT
/content/dataset/SNE/NGS_5468.tiff,SNE
/content/dataset/BNE/BNE_489159.jpg,BNE
/content/dataset/BNE/BNE_986323.jpg,BNE
/content/dataset/MY/MY_44187.jpg,MY
/content/dataset/BNE/BNE_48402.jpg,BNE
/content/dataset/LY/LY_930690.jpg,LY
/content/dataset/LY/LYT_2466.tiff,LY
/content/dataset/SNE/SNE_303827.jpg,SNE
/content/dataset/SNE/NGS_0497.tiff,SNE
/content/dataset/LY/LYT_0538.tiff,LY
/content/dataset/PLT/PLATELET_230198.jpg,PLT
/content/dataset/EO/EO_996545.jpg,EO
/content/dataset/SNE/NGS_1863.tiff,SNE
/content/dataset/SNE/NGS_7066.tiff,SNE
/content/dataset/MO/MON_0636.tiff,MO
/content/dataset/SNE/NGS_7243.tiff,SNE
/content/dataset/EO/95-8-22-4_50_2.jpg,EO
/content/dataset/SNE/NGS_3548.tiff,SNE
/content/dataset/LY/LYT_0251.tiff,LY
/content/dataset/LY/95-9-3-1_130_1.jpg,LY
/content/dataset/MO/MON_1659.tiff,MO
/content/dataset/LY/95-5-10-1_296_1.jpg,LY
/content/dataset/SNE/SNE_543424.jpg,SNE
/content/dataset/SNE/NGS_6887.tiff,SNE
/content/dataset/ERB/ERB_679990.jpg,ERB
/content/dataset/LY/LYT_3395.tiff,LY
/content/dataset/MO/95-5-4-1_83_1.jpg,MO
/content/dataset/BA/BA_360043.jpg,BA
/content/dataset/PLT/PLATELET_296267.jpg,PLT
/content/dataset/MO/MO_94197.jpg,MO
/content/dataset/LY/LY_866646.jpg,LY
/content/dataset/MO/MON_1745.tiff,MO
/content/dataset/MO/MON_1164.tiff,MO
/content/dataset/PLT/PLATELET_288792.jpg,PLT
/content/dataset/MO/MON_1776.tiff,MO
/content/dataset/MO/MO_222303.jpg,MO
/content/dataset/PMY/PMY_297519.jpg,PMY
/content/dataset/LY/LYT_3708.tiff,LY
/content/dataset/MMY/MMY_103805.jpg,MMY
/content/dataset/MO/MON_1215.tiff,MO
/content/dataset/LY/95-9-1-1_52_1.jpg,LY
/content/dataset/SNE/NGS_1322.tiff,SNE
/content/dataset/ERB/ERB_861249.jpg,ERB
/content/dataset/LY/LY_415263.jpg,LY
/content/dataset/BA/BA_726414.jpg,BA
/content/dataset/PLT/PLATELET_780614.jpg,PLT
/content/dataset/LY/LY_373928.jpg,LY
/content/dataset/SNE/NGS_5962.tiff,SNE
/content/dataset/LY/LYT_1550.tiff,LY
/content/dataset/LY/LYT_3303.tiff,LY
/content/dataset/SNE/NGS_4390.tiff,SNE
/content/dataset/EO/95-8-27-1_62_3.jpg,EO
/content/dataset/LY/95-8-8-2_80_2.jpg,LY
/content/dataset/MO/MON_0235.tiff,MO
/content/dataset/MMY/MMY_862804.jpg,MMY
/content/dataset/PLT/PLATELET_227634.jpg,PLT
/content/dataset/LY/LY_130316.jpg,LY
/content/dataset/ERB/ERB_141835.jpg,ERB
/content/dataset/MO/MO_868679.jpg,MO
/content/dataset/SNE/NGS_3491.tiff,SNE
/content/dataset/SNE/NGS_2389.tiff,SNE
/content/dataset/MY/MY_403450.jpg,MY
/content/dataset/ERB/ERB_31041.jpg,ERB
/content/dataset/PLT/PLATELET_889906.jpg,PLT
/content/dataset/LY/95-8-17-1_24_1.jpg,LY
/content/dataset/LY/LY_810114.jpg,LY
/content/dataset/SNE/NGS_6256.tiff,SNE
/content/dataset/SNE/NGS_5557.tiff,SNE
/content/dataset/PMY/PMO_0065.tiff,PMY
/content/dataset/MO/95-5-5-1_131_2.jpg,MO
/content/dataset/BA/BA_6162.jpg,BA
/content/dataset/BA/BA_566824.jpg,BA
/content/dataset/MO/95-8-22-2_13_1.jpg,MO
/content/dataset/SNE/SNE_697186.jpg,SNE
/content/dataset/EO/95-9-3-4_113_1.jpg,EO
/content/dataset/SNE/NGS_3037.tiff,SNE
/content/dataset/EO/95-8-27-1_222_6.jpg,EO
/content/dataset/SNE/SNE_539171.jpg,SNE
/content/dataset/LY/LYT_0759.tiff,LY
/content/dataset/SNE/NGS_8215.tiff,SNE
/content/dataset/SNE/SNE_877869.jpg,SNE
/content/dataset/LY/95-5-10-1_874_1.jpg,LY
/content/dataset/SNE/NGS_4409.tiff,SNE
/content/dataset/SNE/NGS_0431.tiff,SNE
/content/dataset/SNE/NGS_3615.tiff,SNE
/content/dataset/SNE/NGS_5150.tiff,SNE
/content/dataset/MO/MO_586282.jpg,MO
/content/dataset/SNE/NGS_6423.tiff,SNE
/content/dataset/EO/EO_445928.jpg,EO
/content/dataset/EO/EO_55874.jpg,EO
/content/dataset/ERB/ERB_487166.jpg,ERB
/content/dataset/SNE/NGS_0223.tiff,SNE
/content/dataset/EO/EO_951518.jpg,EO
/content/dataset/LY/LY_622941.jpg,LY
/content/dataset/LY/LY_311593.jpg,LY
/content/dataset/BA/20190531_113102_0.jpg,BA
/content/dataset/EO/EO_248363.jpg,EO
/content/dataset/BNE/BNE_832896.jpg,BNE
/content/dataset/BNE/BNE_46088.jpg,BNE
/content/dataset/PLT/PLATELET_85874.jpg,PLT
/content/dataset/LY/95-8-12-4_43_1.jpg,LY
/content/dataset/MO/MO_988184.jpg,MO
/content/dataset/ERB/ERB_977744.jpg,ERB
/content/dataset/BA/BA_436500.jpg,BA
/content/dataset/BA/BA_827462.jpg,BA
/content/dataset/SNE/NGS_0897.tiff,SNE
/content/dataset/PLT/PLATELET_721654.jpg,PLT
/content/dataset/SNE/NGS_4643.tiff,SNE
/content/dataset/ERB/ERB_294095.jpg,ERB
/content/dataset/ERB/ERB_478940.jpg,ERB
/content/dataset/LY/LYT_2561.tiff,LY
/content/dataset/EO/EOS_0044.tiff,EO
/content/dataset/SNE/NGS_6926.tiff,SNE
/content/dataset/SNE/NGS_0816.tiff,SNE
/content/dataset/EO/EOS_0175.tiff,EO
/content/dataset/SNE/NGS_7313.tiff,SNE
/content/dataset/SNE/NGS_2961.tiff,SNE
/content/dataset/EO/EO_105327.jpg,EO
/content/dataset/SNE/NGS_8140.tiff,SNE
/content/dataset/BA/BAS_0051.tiff,BA
/content/dataset/SNE/NGS_2002.tiff,SNE
/content/dataset/EO/95-8-27-1_404_2.jpg,EO
/content/dataset/SNE/NGS_6106.tiff,SNE
/content/dataset/ERB/ERB_977194.jpg,ERB
/content/dataset/MO/MO_189829.jpg,MO
/content/dataset/SNE/NGS_1484.tiff,SNE
/content/dataset/SNE/NGS_7473.tiff,SNE
/content/dataset/EO/EO_844230.jpg,EO
/content/dataset/SNE/NGS_2988.tiff,SNE
/content/dataset/EO/EO_766383.jpg,EO
/content/dataset/EO/EO_210086.jpg,EO
/content/dataset/PMY/PMY_880603.jpg,PMY
/content/dataset/SNE/NGS_3884.tiff,SNE
/content/dataset/SNE/NGS_0630.tiff,SNE
/content/dataset/LY/95-8-22-3_195_2.jpg,LY
/content/dataset/PLT/PLATELET_98108.jpg,PLT
/content/dataset/MO/95-8-1-1_76_1.jpg,MO
/content/dataset/SNE/NGS_3507.tiff,SNE
/content/dataset/PLT/PLATELET_599115.jpg,PLT
/content/dataset/LY/LY_581500.jpg,LY
/content/dataset/LY/LY_175126.jpg,LY
/content/dataset/SNE/SNE_114771.jpg,SNE
/content/dataset/EO/EO_27502.jpg,EO
/content/dataset/MO/MON_0424.tiff,MO
/content/dataset/LY/95-8-8-2_441_1.jpg,LY
/content/dataset/MMY/MMY_154649.jpg,MMY
/content/dataset/SNE/NGS_5329.tiff,SNE
/content/dataset/MMY/MMY_206684.jpg,MMY
/content/dataset/SNE/NGS_2983.tiff,SNE
/content/dataset/EO/95-8-27-1_428_4.jpg,EO
/content/dataset/LY/95-8-8-1_113_1.jpg,LY
/content/dataset/ERB/ERB_863844.jpg,ERB
/content/dataset/LY/LYT_0482.tiff,LY
/content/dataset/MO/MO_248933.jpg,MO
/content/dataset/MY/MY_18.jpg,MY
/content/dataset/LY/95-8-17-1_70_1.jpg,LY
/content/dataset/LY/LY_782430.jpg,LY
/content/dataset/MO/MON_0603.tiff,MO
/content/dataset/LY/LYT_0269.tiff,LY
/content/dataset/SNE/NGS_3700.tiff,SNE
/content/dataset/MO/95-7-24-2_216_2.jpg,MO
/content/dataset/SNE/NGS_7124.tiff,SNE
/content/dataset/MO/MO_556657.jpg,MO
/content/dataset/BNE/BNE_752441.jpg,BNE
/content/dataset/SNE/NGS_2381.tiff,SNE
/content/dataset/BA/BA_412870.jpg,BA
/content/dataset/PMY/PMO_0056.tiff,PMY
/content/dataset/EO/EO_916342.jpg,EO
/content/dataset/LY/LY_787227.jpg,LY
/content/dataset/SNE/NGS_7424.tiff,SNE
/content/dataset/SNE/NGS_5613.tiff,SNE
/content/dataset/ERB/ERB_448264.jpg,ERB
/content/dataset/EO/95-8-27-1_385_3.jpg,EO
/content/dataset/PMY/PMY_510358.jpg,PMY
/content/dataset/EO/EO_124684.jpg,EO
/content/dataset/LY/LYT_0156.tiff,LY
/content/dataset/SNE/NGS_3154.tiff,SNE
/content/dataset/LY/LYT_3130.tiff,LY
/content/dataset/EO/EO_485156.jpg,EO
/content/dataset/LY/95-8-3-1_159_2.jpg,LY
/content/dataset/EO/95-8-27-1_476_2.jpg,EO
/content/dataset/PLT/PLATELET_672665.jpg,PLT
/content/dataset/SNE/NGS_2713.tiff,SNE
/content/dataset/LY/95-5-4-1_46_1.jpg,LY
/content/dataset/BA/20190527_114937_0.jpg,BA
/content/dataset/SNE/NGS_1546.tiff,SNE
/content/dataset/MO/MON_1202.tiff,MO
/content/dataset/EO/95-8-27-1_9_1.jpg,EO
/content/dataset/BA/BA_399438.jpg,BA
/content/dataset/SNE/NGS_4112.tiff,SNE
/content/dataset/LY/LY_411816.jpg,LY
/content/dataset/BNE/BNE_214018.jpg,BNE
/content/dataset/SNE/NGS_1648.tiff,SNE
/content/dataset/SNE/SNE_102049.jpg,SNE
/content/dataset/SNE/NGS_6162.tiff,SNE
/content/dataset/EO/EO_60532.jpg,EO
/content/dataset/SNE/NGS_6518.tiff,SNE
/content/dataset/LY/95-8-17-1_63_1.jpg,LY
/content/dataset/EO/95-8-27-1_46_1.jpg,EO
/content/dataset/SNE/NGS_8198.tiff,SNE
/content/dataset/EO/95-8-27-1_198_4.jpg,EO
/content/dataset/EO/95-8-27-1_225_4.jpg,EO
/content/dataset/LY/LYT_3848.tiff,LY
/content/dataset/LY/95-8-27-1_434_4.jpg,LY
/content/dataset/LY/95-7-24-2_475_1.jpg,LY
/content/dataset/MMY/MMY_148039.jpg,MMY
/content/dataset/MMY/MMY_902637.jpg,MMY
/content/dataset/SNE/NGS_1782.tiff,SNE
/content/dataset/ERB/ERB_963967.jpg,ERB
/content/dataset/SNE/NGS_1074.tiff,SNE
/content/dataset/PMY/PMY_225787.jpg,PMY
/content/dataset/MO/95-8-17-4_133_1.jpg,MO
/content/dataset/SNE/NGS_8093.tiff,SNE
/content/dataset/BNE/BNE_210860.jpg,BNE
/content/dataset/SNE/SNE_352977.jpg,SNE
/content/dataset/SNE/NGS_7166.tiff,SNE
/content/dataset/SNE/SNE_476747.jpg,SNE
/content/dataset/SNE/NGS_8414.tiff,SNE
/content/dataset/LY/LYT_1109.tiff,LY
/content/dataset/BNE/BNE_62938.jpg,BNE
/content/dataset/SNE/SNE_843242.jpg,SNE
/content/dataset/LY/LYT_2213.tiff,LY
/content/dataset/SNE/NGS_5291.tiff,SNE
/content/dataset/MO/MO_243203.jpg,MO
/content/dataset/LY/LYT_1029.tiff,LY
/content/dataset/MO/95-5-10-1_225_1.jpg,MO
/content/dataset/SNE/SNE_293050.jpg,SNE
/content/dataset/LY/95-8-27-1_23_1.jpg,LY
/content/dataset/SNE/NGS_5328.tiff,SNE
/content/dataset/SNE/NGS_3166.tiff,SNE
/content/dataset/MO/95-8-10-1_569_1.jpg,MO
/content/dataset/LY/LYT_2229.tiff,LY
/content/dataset/MO/95-9-1-2_219_1.jpg,MO
/content/dataset/SNE/NGS_7164.tiff,SNE
/content/dataset/SNE/NGS_2271.tiff,SNE
/content/dataset/LY/95-8-13-6_76_1.jpg,LY
/content/dataset/EO/EO_774408.jpg,EO
/content/dataset/SNE/NGS_4498.tiff,SNE
/content/dataset/SNE/NGS_2498.tiff,SNE
/content/dataset/SNE/NGS_3419.tiff,SNE
/content/dataset/LY/95-8-24-1_183_1.jpg,LY
/content/dataset/BA/BA_845828.jpg,BA
/content/dataset/SNE/NGS_2491.tiff,SNE
/content/dataset/SNE/NGS_3783.tiff,SNE
/content/dataset/SNE/NGS_2439.tiff,SNE
/content/dataset/SNE/NGS_7827.tiff,SNE
/content/dataset/SNE/NGS_7198.tiff,SNE
/content/dataset/SNE/NGS_4466.tiff,SNE
/content/dataset/SNE/SNE_570447.jpg,SNE
/content/dataset/PMY/PMY_392162.jpg,PMY
/content/dataset/LY/LYT_3318.tiff,LY
/content/dataset/SNE/NGS_5223.tiff,SNE
/content/dataset/BNE/BNE_115257.jpg,BNE
/content/dataset/LY/95-8-17-3_81_1.jpg,LY
